"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2008-Q2","T2-2008",7.060368,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2008-Q1","T1-2008",7.225863,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2008-Q4","T4-2008",10.028572,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2008-Q3","T3-2008",7.540905,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2009","2009",12.144567,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2009-Q1","T1-2009",10.446948,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2009-Q2","T2-2009",12.135091,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2009-Q4","T4-2009",13.191987,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2009-Q3","T3-2009",13.028888,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2010","2010",16.198008,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2010-Q2","T2-2010",16.644538,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2010-Q1","T1-2010",15.292215,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2010-Q4","T4-2010",19.652888,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2010-Q3","T3-2010",13.108594,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2011","2011",16.040495,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2011-Q1","T1-2011",15.035054,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2011-Q2","T2-2011",13.949743,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2011-Q4","T4-2011",21.848573,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2011-Q3","T3-2011",13.071073,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2012","2012",20.748807,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2012-Q2","T2-2012",20.152415,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2012-Q1","T1-2012",21.025125,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2012-Q4","T4-2012",24.09862,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2012-Q3","T3-2012",17.773611,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2013","2013",23.16959,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2013-Q1","T1-2013",24.787196,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2013-Q2","T2-2013",22.114569,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2013-Q4","T4-2013",24.914129,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2013-Q3","T3-2013",20.825009,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2014","2014",22.922826,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2014-Q2","T2-2014",22.812896,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2014-Q1","T1-2014",26.118542,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2014-Q4","T4-2014",22.320579,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2014-Q3","T3-2014",20.437143,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2015","2015",21.312629,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2015-Q1","T1-2015",24.248515,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2015-Q2","T2-2015",20.234966,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2015-Q4","T4-2015",20.576733,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2015-Q3","T3-2015",20.413877,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2016","2016",18.83578,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2016-Q2","T2-2016",19.49771,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2016-Q1","T1-2016",20.235878,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2016-Q4","T4-2016",20.300645,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2016-Q3","T3-2016",15.52541,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2017","2017",16.059503,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2017-Q1","T1-2017",16.917727,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2017-Q2","T2-2017",14.526646,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2017-Q4","T4-2017",18.724554,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2017-Q3","T3-2017",13.917454,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2018","2018",15.660796,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2018-Q2","T2-2018",14.118366,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2018-Q1","T1-2018",16.580495,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2018-Q4","T4-2018",17.422455,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2018-Q3","T3-2018",14.526548,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2019","2019",15.467498,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2019-Q1","T1-2019",14.666336,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2019-Q2","T2-2019",13.808513,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2019-Q4","T4-2019",17.208422,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2019-Q3","T3-2019",16.113857,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2020","2020",15.601428,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2020-Q2","T2-2020",11.453185,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2020-Q1","T1-2020",10.785696,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2020-Q3","T3-2020",20.192134,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2020-Q4","T4-2020",19.284128,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2021","2021",15.876771,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2022","2022",12.775157,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2023","2023",12.791323,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2021-Q1","T1-2021",19.256106,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2021-Q2","T2-2021",13.225875,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2021-Q3","T3-2021",12.953268,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2021-Q4","T4-2021",17.945455,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2022-Q1","T1-2022",14.975136,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2022-Q2","T2-2022",13.663666,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2022-Q3","T3-2022",11.02243,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2022-Q4","T4-2022",11.738066,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2023-Q1","T1-2023",10.939948,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2023-Q2","T2-2023",13.156763,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2023-Q3","T3-2023",12.709065,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2023-Q4","T4-2023",14.351985,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2024-Q1","T1-2024",9.479858,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2024-Q2","T2-2024",11.449168,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2004","2004",14.552232,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2004-Q2","T2-2004",17.134882,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2004-Q1","T1-2004",13.10442,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2004-Q4","T4-2004",16.180368,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2004-Q3","T3-2004",11.9122,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2005","2005",15.120308,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2005-Q1","T1-2005",14.990425,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2005-Q2","T2-2005",12.22075,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2005-Q4","T4-2005",18.064826,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2005-Q3","T3-2005",15.366712,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2006","2006",14.206395,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2006-Q2","T2-2006",13.218361,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2006-Q1","T1-2006",16.330952,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2006-Q4","T4-2006",13.966431,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2006-Q3","T3-2006",13.259502,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2007","2007",12.642494,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2007-Q1","T1-2007",13.21884,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2007-Q2","T2-2007",11.114887,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2007-Q4","T4-2007",13.984457,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2007-Q3","T3-2007",12.368324,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2008","2008",12.894097,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2008-Q2","T2-2008",12.670886,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2008-Q1","T1-2008",16.153695,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2008-Q4","T4-2008",13.42047,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2008-Q3","T3-2008",9.618963,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2009","2009",17.624462,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2009-Q1","T1-2009",16.080901,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2009-Q2","T2-2009",16.997712,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2009-Q4","T4-2009",19.947115,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2009-Q3","T3-2009",17.630283,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2010","2010",21.115662,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2010-Q2","T2-2010",20.07523,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2010-Q1","T1-2010",19.883058,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2010-Q4","T4-2010",24.775784,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2010-Q3","T3-2010",19.694461,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2011","2011",21.05774,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2011-Q1","T1-2011",21.691558,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2011-Q2","T2-2011",18.374803,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2011-Q4","T4-2011",24.560908,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2011-Q3","T3-2011",19.239128,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2012","2012",25.791707,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2012-Q2","T2-2012",22.013054,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2012-Q1","T1-2012",27.110514,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2012-Q4","T4-2012",29.695534,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2012-Q3","T3-2012",24.525907,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2013","2013",30.050766,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2013-Q1","T1-2013",32.316432,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2013-Q2","T2-2013",25.61597,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2013-Q4","T4-2013",35.820033,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2013-Q3","T3-2013",26.487231,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2014","2014",31.91913,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2014-Q2","T2-2014",26.925495,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2014-Q1","T1-2014",37.793114,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2014-Q4","T4-2014",33.55288,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2014-Q3","T3-2014",29.351039,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2015","2015",31.824766,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2015-Q1","T1-2015",38.907286,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2015-Q2","T2-2015",31.117546,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2015-Q4","T4-2015",30.957437,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2015-Q3","T3-2015",26.211757,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2016","2016",25.54637,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2016-Q2","T2-2016",21.634083,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2016-Q1","T1-2016",27.776969,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2016-Q4","T4-2016",26.400134,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2016-Q3","T3-2016",26.628393,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2017","2017",23.012637,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2017-Q1","T1-2017",24.77921,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2017-Q2","T2-2017",21.883854,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2017-Q4","T4-2017",23.195908,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2017-Q3","T3-2017",22.125011,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2018","2018",23.422621,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2018-Q2","T2-2018",21.694081,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2018-Q1","T1-2018",28.043502,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2018-Q4","T4-2018",27.96803,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2018-Q3","T3-2018",16.025746,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2019","2019",19.815234,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2019-Q1","T1-2019",19.681033,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2019-Q2","T2-2019",19.635243,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2019-Q4","T4-2019",23.155561,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2019-Q3","T3-2019",16.446263,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2020","2020",26.256329,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2020-Q2","T2-2020",26.825622,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2020-Q1","T1-2020",26.434598,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2020-Q3","T3-2020",23.589425,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2020-Q4","T4-2020",28.411876,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2021","2021",23.89933,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2022","2022",16.212322,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2023","2023",16.983952,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2021-Q1","T1-2021",27.460705,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2021-Q2","T2-2021",23.585275,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2021-Q3","T3-2021",25.972113,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2021-Q4","T4-2021",19.417038,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2022-Q1","T1-2022",17.91151,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2022-Q2","T2-2022",14.590487,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2022-Q3","T3-2022",16.219748,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2022-Q4","T4-2022",16.216276,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2023-Q1","T1-2023",17.890585,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2023-Q2","T2-2023",17.952222,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2023-Q3","T3-2023",16.411812,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2023-Q4","T4-2023",15.632954,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2024-Q1","T1-2024",16.697714,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2024-Q2","T2-2024",11.900868,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2004","2004",11.06014,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2004-Q2","T2-2004",12.590545,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2004-Q1","T1-2004",9.86643,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2004-Q4","T4-2004",12.484519,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2004-Q3","T3-2004",9.404531,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2005","2005",11.722398,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2005-Q1","T1-2005",11.524874,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2005-Q2","T2-2005",9.318141,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2005-Q4","T4-2005",13.860799,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2005-Q3","T3-2005",12.311716,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2006","2006",10.523695,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2006-Q2","T2-2006",9.354618,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2006-Q1","T1-2006",12.004219,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2006-Q4","T4-2006",10.364154,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2006-Q3","T3-2006",10.392965,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2007","2007",9.464558,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2007-Q1","T1-2007",10.065332,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2007-Q2","T2-2007",8.112743,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2007-Q4","T4-2007",11.074908,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2007-Q3","T3-2007",8.711058,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2008","2008",10.051424,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2008-Q2","T2-2008",9.441164,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2008-Q1","T1-2008",10.866627,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2008-Q4","T4-2008",11.468985,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2008-Q3","T3-2008",8.456836,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2009","2009",14.467183,,
